Time	Event Type	Plate ID	Insp. ID	Plate Type	Light Path	Setting	Project	Experiment	User Name	Group	Duration
2018/11/09 07:45:45	Plate Move - Storage to Stage	8846		96 Well Greiner Hanging, 1 Drop	Plate Movement		R341C	R341C-11-Oct-18-MemGold 2-4C	ethompson	Fraser	0 minute
2018/11/09 07:28:01	Plate Inspection (Scheduled)	8840	84840	96 Well MRC, 2 Drop	Visible		R341C	R341C-11-Oct-18-Classics II-4C	ethompson	Fraser	18.2 minutes
2018/11/09 07:27:28	Plate Move - Imager to Stage	8838		96 Well MRC, 2 Drop	Plate Movement		R341C	R341C-11-Oct-18-ComPas-4C	ethompson	Fraser	0 minute
2018/11/09 07:26:11	Plate Move - Storage to Stage	8840		96 Well MRC, 2 Drop	Plate Movement		R341C	R341C-11-Oct-18-Classics II-4C	ethompson	Fraser	0 minute
2018/11/09 07:04:46	Plate Inspection (Scheduled)	8838	84839	96 Well MRC, 2 Drop	Visible		R341C	R341C-11-Oct-18-ComPas-4C	ethompson	Fraser	22.5 minutes
2018/11/09 07:04:12	Plate Move - Imager to Stage	8839		96 Well MRC, 2 Drop	Plate Movement		R341C	R341C-11-Oct-18-Classics I-4C	ethompson	Fraser	0 minute
2018/11/09 07:03:10	Plate Move - Storage to Stage	8838		96 Well MRC, 2 Drop	Plate Movement		R341C	R341C-11-Oct-18-ComPas-4C	ethompson	Fraser	0 minute
2018/11/09 06:38:17	Plate Inspection (Scheduled)	8839	84838	96 Well MRC, 2 Drop	Visible		R341C	R341C-11-Oct-18-Classics I-4C	ethompson	Fraser	25.7 minutes
2018/11/09 06:37:44	Plate Move - Imager to Stage	8837		96 Well MRC, 2 Drop	Plate Movement		R341C	R341C-11-Oct-18-AmSO4-4C	ethompson	Fraser	0 minute
2018/11/09 06:36:30	Plate Move - Storage to Stage	8839		96 Well MRC, 2 Drop	Plate Movement		R341C	R341C-11-Oct-18-Classics I-4C	ethompson	Fraser	0 minute
2018/11/09 06:12:48	Plate Inspection (Scheduled)	8837	84835	96 Well MRC, 2 Drop	Visible		R341C	R341C-11-Oct-18-AmSO4-4C	ethompson	Fraser	24.7 minutes
2018/11/09 06:12:14	Plate Move - Storage to Stage	8837		96 Well MRC, 2 Drop	Plate Movement		R341C	R341C-11-Oct-18-AmSO4-4C	ethompson	Fraser	0 minute
2018/11/09 03:56:29	Plate Move - Imager to Stage	8967		96 Well NUNC Hanging 3 Drop	Plate Movement		PhoQ Ca N389A K392A 4C	PEG Ion Screen HT	brukmensa	DeGrado	0 minute
2018/11/09 03:51:44	Plate Inspection (Scheduled)	8967	84816	96 Well NUNC Hanging 3 Drop	Ultraviolet	UV 1000ms (default)	PhoQ Ca N389A K392A 4C	PEG Ion Screen HT	brukmensa	DeGrado	4.4 minutes
2018/11/09 03:39:16	Plate Inspection (Scheduled)	8967	84816	96 Well NUNC Hanging 3 Drop	Visible	Visible (Default), Cross Polarized	PhoQ Ca N389A K392A 4C	PEG Ion Screen HT	brukmensa	DeGrado	12.5 minutes
2018/11/09 03:38:43	Plate Move - Imager to Stage	8980		96 Well Greiner Hanging, 1 Drop	Plate Movement		BM2Cyto	Silver Bullets	hkratochvil	DeGrado	0 minute
2018/11/09 03:37:46	Plate Move - Storage to Stage	8967		96 Well NUNC Hanging 3 Drop	Plate Movement		PhoQ Ca N389A K392A 4C	PEG Ion Screen HT	brukmensa	DeGrado	0 minute
2018/11/09 03:31:24	Plate Inspection (Scheduled)	8980	84814	96 Well Greiner Hanging, 1 Drop	Visible		BM2Cyto	Silver Bullets	hkratochvil	DeGrado	7.1 minutes
2018/11/09 03:30:50	Plate Move - Imager to Stage	8965		96 Well NUNC Hanging 3 Drop	Plate Movement		PhoQ Ca N389A K392A 4C	Crystal Screen HT	brukmensa	DeGrado	0 minute
2018/11/09 03:30:05	Plate Move - Storage to Stage	8980		96 Well Greiner Hanging, 1 Drop	Plate Movement		BM2Cyto	Silver Bullets	hkratochvil	DeGrado	0 minute
2018/11/09 03:26:12	Plate Inspection (Scheduled)	8965	84812	96 Well NUNC Hanging 3 Drop	Ultraviolet	UV 1000ms (default)	PhoQ Ca N389A K392A 4C	Crystal Screen HT	brukmensa	DeGrado	4.4 minutes
2018/11/09 03:13:57	Plate Inspection (Scheduled)	8965	84812	96 Well NUNC Hanging 3 Drop	Visible	Visible (Default), Cross Polarized	PhoQ Ca N389A K392A 4C	Crystal Screen HT	brukmensa	DeGrado	12.3 minutes
2018/11/09 03:13:23	Plate Move - Imager to Stage	8966		96 Well NUNC Hanging 3 Drop	Plate Movement		PhoQ Ca N389A K392A 4C	Index Screen HT	brukmensa	DeGrado	0 minute
2018/11/09 03:13:06	Plate Move - Storage to Stage	8965		96 Well NUNC Hanging 3 Drop	Plate Movement		PhoQ Ca N389A K392A 4C	Crystal Screen HT	brukmensa	DeGrado	0 minute
2018/11/09 03:08:45	Plate Inspection (Scheduled)	8966	84810	96 Well NUNC Hanging 3 Drop	Ultraviolet	UV 1000ms (default)	PhoQ Ca N389A K392A 4C	Index Screen HT	brukmensa	DeGrado	4.1 minutes
2018/11/09 02:55:55	Plate Inspection (Scheduled)	8966	84810	96 Well NUNC Hanging 3 Drop	Visible	Cross Polarized	PhoQ Ca N389A K392A 4C	Index Screen HT	brukmensa	DeGrado	12.8 minutes
2018/11/09 02:55:22	Plate Move - Imager to Stage	8968		96 Well NUNC Hanging 3 Drop	Plate Movement		PhoQ Ca N389A K392A 4C	Wizard I&II	brukmensa	DeGrado	0 minute
2018/11/09 02:55:07	Plate Move - Storage to Stage	8966		96 Well NUNC Hanging 3 Drop	Plate Movement		PhoQ Ca N389A K392A 4C	Index Screen HT	brukmensa	DeGrado	0 minute
2018/11/09 02:52:18	Plate Inspection (Scheduled)	8968	84809	96 Well NUNC Hanging 3 Drop	Ultraviolet	UV 1000ms (default)	PhoQ Ca N389A K392A 4C	Wizard I&II	brukmensa	DeGrado	2.8 minutes
2018/11/09 02:39:40	Plate Inspection (Scheduled)	8968	84809	96 Well NUNC Hanging 3 Drop	Visible	Cross Polarized	PhoQ Ca N389A K392A 4C	Wizard I&II	brukmensa	DeGrado	12.6 minutes
2018/11/09 02:39:06	Plate Move - Storage to Stage	8968		96 Well NUNC Hanging 3 Drop	Plate Movement		PhoQ Ca N389A K392A 4C	Wizard I&II	brukmensa	DeGrado	0 minute
2018/11/08 15:36:45	Plate Move - Imager to Stage	8980		96 Well Greiner Hanging, 1 Drop	Plate Movement		BM2Cyto	Silver Bullets	hkratochvil	DeGrado	0 minute
2018/11/08 15:26:00	Plate Inspection (Scheduled)	8980	84802	96 Well Greiner Hanging, 1 Drop	Visible		BM2Cyto	Silver Bullets	hkratochvil	DeGrado	10.5 minutes
2018/11/08 15:25:27	Plate Move - Storage to Stage	8980		96 Well Greiner Hanging, 1 Drop	Plate Movement		BM2Cyto	Silver Bullets	hkratochvil	DeGrado	0 minute
2018/11/08 15:24:56	Plate Move - Load Port to Stage	8980		96 Well Greiner Hanging, 1 Drop	Plate Movement		BM2Cyto	Silver Bullets	hkratochvil	DeGrado	0 minute
2018/11/08 03:48:53	Plate Move - Imager to Stage	8967		96 Well NUNC Hanging 3 Drop	Plate Movement		PhoQ Ca N389A K392A 4C	PEG Ion Screen HT	brukmensa	DeGrado	0 minute
2018/11/08 03:44:10	Plate Inspection (Scheduled)	8967	84780	96 Well NUNC Hanging 3 Drop	Ultraviolet	UV 1000ms (default)	PhoQ Ca N389A K392A 4C	PEG Ion Screen HT	brukmensa	DeGrado	4.4 minutes
2018/11/08 03:31:40	Plate Inspection (Scheduled)	8967	84780	96 Well NUNC Hanging 3 Drop	Visible	Visible (Default), Cross Polarized	PhoQ Ca N389A K392A 4C	PEG Ion Screen HT	brukmensa	DeGrado	12.5 minutes
2018/11/08 03:31:07	Plate Move - Imager to Stage	8965		96 Well NUNC Hanging 3 Drop	Plate Movement		PhoQ Ca N389A K392A 4C	Crystal Screen HT	brukmensa	DeGrado	0 minute
2018/11/08 03:30:46	Plate Move - Storage to Stage	8967		96 Well NUNC Hanging 3 Drop	Plate Movement		PhoQ Ca N389A K392A 4C	PEG Ion Screen HT	brukmensa	DeGrado	0 minute
2018/11/08 03:26:29	Plate Inspection (Scheduled)	8965	84778	96 Well NUNC Hanging 3 Drop	Ultraviolet	UV 1000ms (default)	PhoQ Ca N389A K392A 4C	Crystal Screen HT	brukmensa	DeGrado	4.4 minutes
2018/11/08 03:14:07	Plate Inspection (Scheduled)	8965	84778	96 Well NUNC Hanging 3 Drop	Visible	Visible (Default), Cross Polarized	PhoQ Ca N389A K392A 4C	Crystal Screen HT	brukmensa	DeGrado	12.4 minutes
2018/11/08 03:13:33	Plate Move - Imager to Stage	8966		96 Well NUNC Hanging 3 Drop	Plate Movement		PhoQ Ca N389A K392A 4C	Index Screen HT	brukmensa	DeGrado	0 minute
2018/11/08 03:13:16	Plate Move - Storage to Stage	8965		96 Well NUNC Hanging 3 Drop	Plate Movement		PhoQ Ca N389A K392A 4C	Crystal Screen HT	brukmensa	DeGrado	0 minute
2018/11/08 03:08:53	Plate Inspection (Scheduled)	8966	84775	96 Well NUNC Hanging 3 Drop	Ultraviolet	UV 1000ms (default)	PhoQ Ca N389A K392A 4C	Index Screen HT	brukmensa	DeGrado	4.1 minutes
2018/11/08 02:56:02	Plate Inspection (Scheduled)	8966	84775	96 Well NUNC Hanging 3 Drop	Visible	Cross Polarized	PhoQ Ca N389A K392A 4C	Index Screen HT	brukmensa	DeGrado	12.9 minutes
2018/11/08 02:55:28	Plate Move - Imager to Stage	8968		96 Well NUNC Hanging 3 Drop	Plate Movement		PhoQ Ca N389A K392A 4C	Wizard I&II	brukmensa	DeGrado	0 minute
2018/11/08 02:55:13	Plate Move - Storage to Stage	8966		96 Well NUNC Hanging 3 Drop	Plate Movement		PhoQ Ca N389A K392A 4C	Index Screen HT	brukmensa	DeGrado	0 minute
2018/11/08 02:52:15	Plate Inspection (Scheduled)	8968	84773	96 Well NUNC Hanging 3 Drop	Ultraviolet	UV 1000ms (default)	PhoQ Ca N389A K392A 4C	Wizard I&II	brukmensa	DeGrado	2.8 minutes
2018/11/08 02:39:40	Plate Inspection (Scheduled)	8968	84773	96 Well NUNC Hanging 3 Drop	Visible	Cross Polarized	PhoQ Ca N389A K392A 4C	Wizard I&II	brukmensa	DeGrado	12.6 minutes
2018/11/08 02:39:06	Plate Move - Storage to Stage	8968		96 Well NUNC Hanging 3 Drop	Plate Movement		PhoQ Ca N389A K392A 4C	Wizard I&II	brukmensa	DeGrado	0 minute
2018/11/07 14:59:00	Plate Move - Imager to Stage	8968		96 Well NUNC Hanging 3 Drop	Plate Movement		PhoQ Ca N389A K392A 4C	Wizard I&II	brukmensa	DeGrado	0 minute
2018/11/07 14:55:56	Plate Inspection (Scheduled)	8968	84741	96 Well NUNC Hanging 3 Drop	Ultraviolet	UV 1000ms (default)	PhoQ Ca N389A K392A 4C	Wizard I&II	brukmensa	DeGrado	2.8 minutes
2018/11/07 14:54:38	Plate Inspection (Scheduled)	8968	84741	96 Well NUNC Hanging 3 Drop	Visible	Visible (Default), Cross Polarized	PhoQ Ca N389A K392A 4C	Wizard I&II	brukmensa	DeGrado	1.3 minutes
2018/11/07 14:54:05	Plate Move - Storage to Stage	8968		96 Well NUNC Hanging 3 Drop	Plate Movement		PhoQ Ca N389A K392A 4C	Wizard I&II	brukmensa	DeGrado	0 minute
2018/11/07 12:06:35	Plate Move - Imager to Stage	8881		96 Well MRC, 2 Drop	Plate Movement		GS_WT-tagless	19-Oct-18-ComPas-4C	ethompson	Fraser	0 minute
2018/11/07 12:00:53	Plate Inspection (Scheduled)	8881	84738	96 Well MRC, 2 Drop	Ultraviolet	UV 500ms, UV 250ms	GS_WT-tagless	19-Oct-18-ComPas-4C	ethompson	Fraser	5.3 minutes
2018/11/07 12:00:20	Plate Move - Imager to Stage	8880		96 Well MRC, 2 Drop	Plate Movement		GS_WT-tagless	19-Oct-18-AmSO4-4C	ethompson	Fraser	0 minute
2018/11/07 11:57:01	Plate Move - Storage to Stage	8881		96 Well MRC, 2 Drop	Plate Movement		GS_WT-tagless	19-Oct-18-ComPas-4C	ethompson	Fraser	0 minute
2018/11/07 11:47:50	Plate Inspection (Scheduled)	8880	84737	96 Well MRC, 2 Drop	Ultraviolet	UV 500ms, UV 250ms	GS_WT-tagless	19-Oct-18-AmSO4-4C	ethompson	Fraser	12.3 minutes
2018/11/07 11:47:38	Plate Inspection (Scheduled)	8880	84737	96 Well MRC, 2 Drop	Visible		GS_WT-tagless	19-Oct-18-AmSO4-4C	ethompson	Fraser	0.2 minute
2018/11/07 11:47:05	Plate Move - Imager to Stage	8881		96 Well MRC, 2 Drop	Plate Movement		GS_WT-tagless	19-Oct-18-ComPas-4C	ethompson	Fraser	0 minute
2018/11/07 11:44:53	Plate Move - Storage to Stage	8880		96 Well MRC, 2 Drop	Plate Movement		GS_WT-tagless	19-Oct-18-AmSO4-4C	ethompson	Fraser	0 minute
2018/11/07 11:41:32	Plate Inspection (Scheduled)	8881	84736	96 Well MRC, 2 Drop	Ultraviolet	UV 500ms, UV 250ms	GS_WT-tagless	19-Oct-18-ComPas-4C	ethompson	Fraser	5.3 minutes
2018/11/07 11:40:58	Plate Move - Imager to Stage	8882		96 Well MRC, 2 Drop	Plate Movement		GS_WT-tagless	19-Oct-18-JCSG Core I-4C	ethompson	Fraser	0 minute
2018/11/07 11:38:45	Plate Move - Storage to Stage	8881		96 Well MRC, 2 Drop	Plate Movement		GS_WT-tagless	19-Oct-18-ComPas-4C	ethompson	Fraser	0 minute
2018/11/07 11:37:29	Plate Inspection (Scheduled)	8882	84735	96 Well MRC, 2 Drop	Ultraviolet	UV 500ms, UV 250ms	GS_WT-tagless	19-Oct-18-JCSG Core I-4C	ethompson	Fraser	3.2 minutes
2018/11/07 11:36:56	Plate Move - Imager to Stage	8883		96 Well MRC, 2 Drop	Plate Movement		GS_WT-tagless	19-Oct-18-JCSG Core II-4C	ethompson	Fraser	0 minute
2018/11/07 11:34:00	Plate Move - Storage to Stage	8882		96 Well MRC, 2 Drop	Plate Movement		GS_WT-tagless	19-Oct-18-JCSG Core I-4C	ethompson	Fraser	0 minute
2018/11/07 11:32:57	Plate Inspection (Scheduled)	8883	84734	96 Well MRC, 2 Drop	Ultraviolet	UV 500ms, UV 250ms	GS_WT-tagless	19-Oct-18-JCSG Core II-4C	ethompson	Fraser	3.7 minutes
2018/11/07 11:32:46	Plate Inspection (Scheduled)	8883	84734	96 Well MRC, 2 Drop	Visible		GS_WT-tagless	19-Oct-18-JCSG Core II-4C	ethompson	Fraser	0.2 minute
2018/11/07 11:32:13	Plate Move - Imager to Stage	8882		96 Well MRC, 2 Drop	Plate Movement		GS_WT-tagless	19-Oct-18-JCSG Core I-4C	ethompson	Fraser	0 minute
2018/11/07 11:30:01	Plate Move - Storage to Stage	8883		96 Well MRC, 2 Drop	Plate Movement		GS_WT-tagless	19-Oct-18-JCSG Core II-4C	ethompson	Fraser	0 minute
2018/11/07 11:28:45	Plate Inspection (Scheduled)	8882	84733	96 Well MRC, 2 Drop	Ultraviolet	UV 500ms, UV 250ms	GS_WT-tagless	19-Oct-18-JCSG Core I-4C	ethompson	Fraser	3.2 minutes
2018/11/07 11:28:12	Plate Move - Imager to Stage	8883		96 Well MRC, 2 Drop	Plate Movement		GS_WT-tagless	19-Oct-18-JCSG Core II-4C	ethompson	Fraser	0 minute
2018/11/07 11:25:17	Plate Move - Storage to Stage	8882		96 Well MRC, 2 Drop	Plate Movement		GS_WT-tagless	19-Oct-18-JCSG Core I-4C	ethompson	Fraser	0 minute
2018/11/07 11:24:13	Plate Inspection (Scheduled)	8883	84732	96 Well MRC, 2 Drop	Ultraviolet	UV 500ms, UV 250ms	GS_WT-tagless	19-Oct-18-JCSG Core II-4C	ethompson	Fraser	3.7 minutes
2018/11/07 11:24:02	Plate Inspection (Scheduled)	8883	84732	96 Well MRC, 2 Drop	Visible		GS_WT-tagless	19-Oct-18-JCSG Core II-4C	ethompson	Fraser	0.2 minute
2018/11/07 11:23:29	Plate Move - Imager to Stage	8884		96 Well MRC, 2 Drop	Plate Movement		GS_WT-tagless	19-Oct-18-JCSG Core III-4C	ethompson	Fraser	0 minute
2018/11/07 11:21:13	Plate Move - Storage to Stage	8883		96 Well MRC, 2 Drop	Plate Movement		GS_WT-tagless	19-Oct-18-JCSG Core II-4C	ethompson	Fraser	0 minute
2018/11/07 11:18:15	Plate Inspection (Scheduled)	8884	84731	96 Well MRC, 2 Drop	Ultraviolet	UV 500ms, UV 250ms	GS_WT-tagless	19-Oct-18-JCSG Core III-4C	ethompson	Fraser	5 minutes
2018/11/07 11:17:43	Plate Move - Imager to Stage	8885		96 Well MRC, 2 Drop	Plate Movement		GS_WT-tagless	19-Oct-18-JCSG Core IV-4C	ethompson	Fraser	0 minute
2018/11/07 11:13:13	Plate Move - Storage to Stage	8884		96 Well MRC, 2 Drop	Plate Movement		GS_WT-tagless	19-Oct-18-JCSG Core III-4C	ethompson	Fraser	0 minute
2018/11/07 11:07:18	Plate Inspection (Scheduled)	8885	84730	96 Well MRC, 2 Drop	Ultraviolet	UV 500ms, UV 250ms	GS_WT-tagless	19-Oct-18-JCSG Core IV-4C	ethompson	Fraser	10.2 minutes
2018/11/07 11:07:04	Plate Inspection (Scheduled)	8885	84730	96 Well MRC, 2 Drop	Visible		GS_WT-tagless	19-Oct-18-JCSG Core IV-4C	ethompson	Fraser	0.2 minute
2018/11/07 11:06:31	Plate Move - Imager to Stage	8884		96 Well MRC, 2 Drop	Plate Movement		GS_WT-tagless	19-Oct-18-JCSG Core III-4C	ethompson	Fraser	0 minute
2018/11/07 11:04:16	Plate Move - Storage to Stage	8885		96 Well MRC, 2 Drop	Plate Movement		GS_WT-tagless	19-Oct-18-JCSG Core IV-4C	ethompson	Fraser	0 minute
2018/11/07 11:01:19	Plate Inspection (Scheduled)	8884	84729	96 Well MRC, 2 Drop	Ultraviolet	UV 500ms, UV 250ms	GS_WT-tagless	19-Oct-18-JCSG Core III-4C	ethompson	Fraser	5 minutes
2018/11/07 11:00:45	Plate Move - Imager to Stage	8885		96 Well MRC, 2 Drop	Plate Movement		GS_WT-tagless	19-Oct-18-JCSG Core IV-4C	ethompson	Fraser	0 minute
2018/11/07 10:56:17	Plate Move - Storage to Stage	8884		96 Well MRC, 2 Drop	Plate Movement		GS_WT-tagless	19-Oct-18-JCSG Core III-4C	ethompson	Fraser	0 minute
2018/11/07 10:50:18	Plate Inspection (Scheduled)	8885	84728	96 Well MRC, 2 Drop	Ultraviolet	UV 500ms, UV 250ms	GS_WT-tagless	19-Oct-18-JCSG Core IV-4C	ethompson	Fraser	10.2 minutes
2018/11/07 10:50:05	Plate Inspection (Scheduled)	8885	84728	96 Well MRC, 2 Drop	Visible		GS_WT-tagless	19-Oct-18-JCSG Core IV-4C	ethompson	Fraser	0.2 minute
2018/11/07 10:49:32	Plate Move - Imager to Stage	8880		96 Well MRC, 2 Drop	Plate Movement		GS_WT-tagless	19-Oct-18-AmSO4-4C	ethompson	Fraser	0 minute
2018/11/07 10:46:16	Plate Move - Storage to Stage	8885		96 Well MRC, 2 Drop	Plate Movement		GS_WT-tagless	19-Oct-18-JCSG Core IV-4C	ethompson	Fraser	0 minute
2018/11/07 10:37:06	Plate Inspection (Scheduled)	8880	84727	96 Well MRC, 2 Drop	Ultraviolet	UV 500ms, UV 250ms	GS_WT-tagless	19-Oct-18-AmSO4-4C	ethompson	Fraser	12.2 minutes
2018/11/07 10:36:46	Plate Inspection (Scheduled)	8880	84727	96 Well MRC, 2 Drop	Visible		GS_WT-tagless	19-Oct-18-AmSO4-4C	ethompson	Fraser	0.3 minute
2018/11/07 10:36:12	Plate Move - Storage to Stage	8880		96 Well MRC, 2 Drop	Plate Movement		GS_WT-tagless	19-Oct-18-AmSO4-4C	ethompson	Fraser	0 minute
2018/11/07 03:37:36	Plate Move - Imager to Stage	8967		96 Well NUNC Hanging 3 Drop	Plate Movement		PhoQ Ca N389A K392A 4C	PEG Ion Screen HT	brukmensa	DeGrado	0 minute
2018/11/07 03:23:38	Plate Inspection (Scheduled)	8967	84723	96 Well NUNC Hanging 3 Drop	Visible		PhoQ Ca N389A K392A 4C	PEG Ion Screen HT	brukmensa	DeGrado	13.7 minutes
2018/11/07 03:23:04	Plate Move - Imager to Stage	8965		96 Well NUNC Hanging 3 Drop	Plate Movement		PhoQ Ca N389A K392A 4C	Crystal Screen HT	brukmensa	DeGrado	0 minute
2018/11/07 03:22:26	Plate Move - Storage to Stage	8967		96 Well NUNC Hanging 3 Drop	Plate Movement		PhoQ Ca N389A K392A 4C	PEG Ion Screen HT	brukmensa	DeGrado	0 minute
2018/11/07 03:09:28	Plate Inspection (Scheduled)	8965	84720	96 Well NUNC Hanging 3 Drop	Visible		PhoQ Ca N389A K392A 4C	Crystal Screen HT	brukmensa	DeGrado	13.4 minutes
2018/11/07 03:08:55	Plate Move - Imager to Stage	8966		96 Well NUNC Hanging 3 Drop	Plate Movement		PhoQ Ca N389A K392A 4C	Index Screen HT	brukmensa	DeGrado	0 minute
2018/11/07 03:08:20	Plate Move - Storage to Stage	8965		96 Well NUNC Hanging 3 Drop	Plate Movement		PhoQ Ca N389A K392A 4C	Crystal Screen HT	brukmensa	DeGrado	0 minute
2018/11/07 02:54:19	Plate Inspection (Scheduled)	8966	84718	96 Well NUNC Hanging 3 Drop	Visible		PhoQ Ca N389A K392A 4C	Index Screen HT	brukmensa	DeGrado	14.4 minutes
2018/11/07 02:53:46	Plate Move - Imager to Stage	8968		96 Well NUNC Hanging 3 Drop	Plate Movement		PhoQ Ca N389A K392A 4C	Wizard I&II	brukmensa	DeGrado	0 minute
2018/11/07 02:53:15	Plate Move - Storage to Stage	8966		96 Well NUNC Hanging 3 Drop	Plate Movement		PhoQ Ca N389A K392A 4C	Index Screen HT	brukmensa	DeGrado	0 minute
2018/11/07 02:39:42	Plate Inspection (Scheduled)	8968	84717	96 Well NUNC Hanging 3 Drop	Visible		PhoQ Ca N389A K392A 4C	Wizard I&II	brukmensa	DeGrado	13.9 minutes
2018/11/07 02:39:09	Plate Move - Storage to Stage	8968		96 Well NUNC Hanging 3 Drop	Plate Movement		PhoQ Ca N389A K392A 4C	Wizard I&II	brukmensa	DeGrado	0 minute
2018/11/06 15:53:18	Plate Move - Imager to Stage	8967		96 Well NUNC Hanging 3 Drop	Plate Movement		PhoQ Ca N389A K392A 4C	PEG Ion Screen HT	brukmensa	DeGrado	0 minute
2018/11/06 15:36:02	Plate Inspection (Scheduled)	8967	84708	96 Well NUNC Hanging 3 Drop	Visible		PhoQ Ca N389A K392A 4C	PEG Ion Screen HT	brukmensa	DeGrado	17 minutes
2018/11/06 15:35:28	Plate Move - Imager to Stage	8965		96 Well NUNC Hanging 3 Drop	Plate Movement		PhoQ Ca N389A K392A 4C	Crystal Screen HT	brukmensa	DeGrado	0 minute
2018/11/06 15:34:54	Plate Move - Storage to Stage	8967		96 Well NUNC Hanging 3 Drop	Plate Movement		PhoQ Ca N389A K392A 4C	PEG Ion Screen HT	brukmensa	DeGrado	0 minute
2018/11/06 15:18:44	Plate Inspection (Scheduled)	8965	84707	96 Well NUNC Hanging 3 Drop	Visible		PhoQ Ca N389A K392A 4C	Crystal Screen HT	brukmensa	DeGrado	16.6 minutes
2018/11/06 15:18:10	Plate Move - Imager to Stage	8966		96 Well NUNC Hanging 3 Drop	Plate Movement		PhoQ Ca N389A K392A 4C	Index Screen HT	brukmensa	DeGrado	0 minute
2018/11/06 15:17:35	Plate Move - Storage to Stage	8965		96 Well NUNC Hanging 3 Drop	Plate Movement		PhoQ Ca N389A K392A 4C	Crystal Screen HT	brukmensa	DeGrado	0 minute
2018/11/06 15:00:36	Plate Inspection (Scheduled)	8966	84706	96 Well NUNC Hanging 3 Drop	Visible		PhoQ Ca N389A K392A 4C	Index Screen HT	brukmensa	DeGrado	17.4 minutes
2018/11/06 15:00:02	Plate Move - Imager to Stage	8968		96 Well NUNC Hanging 3 Drop	Plate Movement		PhoQ Ca N389A K392A 4C	Wizard I&II	brukmensa	DeGrado	0 minute
2018/11/06 14:59:27	Plate Move - Storage to Stage	8966		96 Well NUNC Hanging 3 Drop	Plate Movement		PhoQ Ca N389A K392A 4C	Index Screen HT	brukmensa	DeGrado	0 minute
2018/11/06 14:42:49	Plate Inspection (Scheduled)	8968	84705	96 Well NUNC Hanging 3 Drop	Visible		PhoQ Ca N389A K392A 4C	Wizard I&II	brukmensa	DeGrado	17 minutes
2018/11/06 14:41:10	Plate Move - Storage to Stage	8968		96 Well NUNC Hanging 3 Drop	Plate Movement		PhoQ Ca N389A K392A 4C	Wizard I&II	brukmensa	DeGrado	0 minute
2018/11/06 14:40:26	Plate Move - Load Port to Stage	8967		96 Well NUNC Hanging 3 Drop	Plate Movement		PhoQ Ca N389A K392A 4C	PEG Ion Screen HT	brukmensa	DeGrado	0 minute
2018/11/06 14:40:10	Plate Move - Load Port to Stage	8965		96 Well NUNC Hanging 3 Drop	Plate Movement		PhoQ Ca N389A K392A 4C	Crystal Screen HT	brukmensa	DeGrado	0 minute
2018/11/06 14:39:25	Plate Move - Load Port to Stage	8966		96 Well NUNC Hanging 3 Drop	Plate Movement		PhoQ Ca N389A K392A 4C	Index Screen HT	brukmensa	DeGrado	0 minute
2018/11/06 14:39:10	Plate Move - Load Port to Stage	8968		96 Well NUNC Hanging 3 Drop	Plate Movement		PhoQ Ca N389A K392A 4C	Wizard I&II	brukmensa	DeGrado	0 minute
2018/11/06 14:35:24	Plate Move - Storage to Stage	8964		96 Well NUNC Hanging 3 Drop	Plate Movement		PhoQ Ca N389A K392A	Index Screen	brukmensa	DeGrado	0 minute
2018/11/06 14:34:24	Plate Move - Imager to Stage	8964		96 Well NUNC Hanging 3 Drop	Plate Movement		PhoQ Ca N389A K392A	Index Screen	brukmensa	DeGrado	0 minute
2018/11/06 14:21:58	Plate Move - Storage to Stage				Plate Movement		Unknown	Unknown			0 minute
2018/11/06 14:21:02	Plate Move - Storage to Stage	8961		96 Well NUNC Hanging 3 Drop	Plate Movement		PhoQ Ca N389A K392A	PEG Ion Screen HT	brukmensa	DeGrado	0 minute
2018/11/06 14:20:47	Plate Move - Storage to Stage	8963		96 Well NUNC Hanging 3 Drop	Plate Movement		PhoQ Ca N389A K392A	Wizard I&II	brukmensa	DeGrado	0 minute
2018/11/06 14:16:21	Plate Inspection (Scheduled)	8964	84704	96 Well NUNC Hanging 3 Drop	Visible		PhoQ Ca N389A K392A	Index Screen	brukmensa	DeGrado	17.7 minutes
2018/11/06 14:15:47	Plate Move - Imager to Stage	8961		96 Well NUNC Hanging 3 Drop	Plate Movement		PhoQ Ca N389A K392A	PEG Ion Screen HT	brukmensa	DeGrado	0 minute
2018/11/06 14:15:14	Plate Move - Storage to Stage	8964		96 Well NUNC Hanging 3 Drop	Plate Movement		PhoQ Ca N389A K392A	Index Screen	brukmensa	DeGrado	0 minute
2018/11/06 13:59:11	Plate Inspection (Scheduled)	8961	84703	96 Well NUNC Hanging 3 Drop	Visible		PhoQ Ca N389A K392A	PEG Ion Screen HT	brukmensa	DeGrado	16.4 minutes
2018/11/06 13:58:36	Plate Move - Storage to Stage	8961		96 Well NUNC Hanging 3 Drop	Plate Movement		PhoQ Ca N389A K392A	PEG Ion Screen HT	brukmensa	DeGrado	0 minute
2018/11/06 13:56:56	Plate Move - Load Port to Stage				Plate Movement		Unknown	Unknown			0 minute
2018/11/06 13:56:41	Plate Move - Load Port to Stage	8963		96 Well NUNC Hanging 3 Drop	Plate Movement		PhoQ Ca N389A K392A	Wizard I&II	brukmensa	DeGrado	0 minute
